id,tool_name,source_path,domain,subdomain,description,deps_pypi,imports_unknown,tags,content_hash
MISC.MISC.167_toolz_partition_demo,sm0l_toolz_partition_demo,toolz_partition_demo.py,MISC,MISC,toolz.partition_all demo,toolz,,toolz,13a1c22158d7
MISC.MISC.168_toolz_pipe_demo,sm0l_toolz_pipe_demo,toolz_pipe_demo.py,MISC,MISC,toolz.pipe demo,toolz,,toolz,0c8c70f6efcb
ML.TORCH.002_torch_tensor_demo,sm0l_torch_tensor_demo,torch_tensor_demo.py,ML,TORCH,Run torch_tensor_demo.py,torch,__future__,__future__ torch,768cb7bd323d
MISC.MISC.169_tqdm_example,sm0l_tqdm_example,tqdm_example.py,MISC,MISC,!/usr/bin/env python3,tqdm,,time tqdm,09baa00986da
MISC.MISC.170_twint_demo,sm0l_twint_demo,twint_demo.py,MISC,MISC,twint minimal config object demo,,twint,twint,cd758742fd05
MISC.MISC.171_typer_demo,sm0l_typer_demo,typer_demo.py,MISC,MISC,Run typer_demo.py,typer,__future__,__future__ typer,bdada77f3c43
SYS.MON.009_watchdog_demo,sm0l_watchdog_demo,watchdog_demo.py,SYS,MON,Run watchdog_demo.py,watchdog,__future__,__future__ filesystem pathlib tempfile time watchdog,2cde8d4d1229
MISC.MISC.172_wifi_password_recovery,sm0l_wifi_password_recovery,wifi_password_recovery.py,MISC,MISC,!/usr/bin/env python3,,,argparse subprocess,899f2f0f57c3
MISC.MISC.173_win_debloat_tools,sm0l_win_debloat_tools,win-debloat-tools.py,MISC,MISC,Run win-debloat-tools.py,,winreg,ctypes enum subprocess winreg,f44ff15a0b42
MISC.MISC.174_yaml_loader,sm0l_yaml_loader,yaml-loader.py,MISC,MISC,Run yaml-loader.py,PyYAML,,pathlib yaml,0389fcdb6abb
MISC.MISC.175_youtubesearchpython_demo,sm0l_youtubesearchpython_demo,youtubesearchpython_demo.py,MISC,MISC,youtube-search-python quick search demo,youtube-search-python,,youtubesearchpython,5974f378da61
